x,u
2.11743,0.609377
2.12372,0.61111
2.13,0.612842
2.13628,0.614573
2.14257,0.616303
2.14885,0.618032
2.15513,0.61976
2.16142,0.621488
2.1677,0.623215
2.17398,0.624941
2.18027,0.626665
2.18655,0.628389
2.19283,0.630113
2.19911,0.631835
2.2054,0.633556
2.21168,0.635276
2.21796,0.636996
2.22425,0.638714
2.23053,0.640432
2.23681,0.642148
2.2431,0.643864
2.24938,0.645579
2.25566,0.647292
2.26195,0.649005
2.26823,0.650717
2.27451,0.652428
2.2808,0.654137
2.28708,0.655846
2.29336,0.657554
2.29965,0.65926
2.30593,0.660966
2.31221,0.662671
2.3185,0.664375
2.32478,0.666077
2.33106,0.667779
2.33734,0.669479
2.34363,0.671178
2.34991,0.672877
2.35619,0.674574
2.36248,0.67627
2.36876,0.677965
2.37504,0.679659
2.38133,0.681352
2.38761,0.683043
2.39389,0.684734
2.40018,0.686423
2.40646,0.688112
2.41274,0.689799
2.41903,0.691485
2.42531,0.69317
2.43159,0.694853
2.43788,0.696536
2.44416,0.698217
2.45044,0.699896
2.45673,0.701575
2.46301,0.703252
2.46929,0.704929
2.47557,0.706604
2.48186,0.708278
2.48814,0.70995
2.49442,0.711621
2.50071,0.713291
2.50699,0.714959
2.51327,0.716627
2.51956,0.718293
2.52584,0.719957
2.53212,0.72162
2.53841,0.723282
2.54469,0.724943
2.55097,0.726602
2.55726,0.728259
2.56354,0.729916
2.56982,0.731571
2.57611,0.733224
2.58239,0.734876
2.58867,0.736527
2.59496,0.738176
2.60124,0.739824
2.60752,0.74147
2.61381,0.743115
2.62009,0.744758
2.62637,0.746399
2.63265,0.748039
2.63894,0.749678
2.64522,0.751315
2.6515,0.75295
2.65779,0.754584
2.66407,0.756216
2.67035,0.757847
2.67664,0.759476
2.68292,0.761103
2.6892,0.762729
2.69549,0.764353
2.70177,0.765975
2.70805,0.767596
2.71434,0.769215
2.72062,0.770832
2.7269,0.772447
2.73319,0.774061
2.73947,0.775672
2.74575,0.777282
2.75204,0.77889
2.75832,0.780496
2.7646,0.7821
2.77088,0.783702
2.77717,0.785303
2.78345,0.7869
2.78973,0.788496
2.79602,0.79009
2.8023,0.791681
2.80858,0.79327
2.81487,0.794857
2.82115,0.796441
2.82743,0.798021
2.83372,0.799599
2.84,0.801173
2.84628,0.802743
2.85257,0.804309
2.85885,0.80587
2.86513,0.807425
2.87142,0.808975
2.8777,0.810516
2.88398,0.812049
2.89027,0.813572
2.89655,0.815083
2.90283,0.81658
2.90911,0.818061
2.9154,0.819521
2.92168,0.820957
2.92796,0.822365
2.93425,0.823738
2.94053,0.825069
2.94681,0.826349
2.9531,0.827565
2.95938,0.828703
2.96566,0.829744
2.97195,0.830664
2.97823,0.831431
2.98451,0.832004
2.9908,0.83233
2.99708,0.832341
3.00336,0.831948
3.00965,0.831037
3.01593,0.829461
3.02221,0.827038
3.0285,0.823536
3.03478,0.81867
3.04106,0.812094
3.04734,0.803393
3.05363,0.792077
3.05991,0.777584
3.06619,0.759278
3.07248,0.736463
3.07876,0.708395
3.08504,0.674313
3.09133,0.633471
3.09761,0.585198
3.10389,0.528968
3.11018,0.464485
3.11646,0.391793
3.12274,0.31137
3.12903,0.224212
3.13531,0.131848
3.14159,0.0362787
3.14788,-0.0601764
3.15416,-0.155105
3.16044,-0.24625
3.16673,-0.331719
3.17301,-0.410125
3.17929,-0.480626
3.18558,-0.542878
3.19186,-0.596953
3.19814,-0.643224
3.20442,-0.682266
3.21071,-0.714767
3.21699,-0.741471
3.22327,-0.763126
3.22956,-0.780455
3.23584,-0.794132
3.24212,-0.804771
3.24841,-0.812915
3.25469,-0.819033
3.26097,-0.823527
3.26726,-0.826727
3.27354,-0.828908
3.27982,-0.830289
3.28611,-0.831047
3.29239,-0.831317
3.29867,-0.831209
3.30496,-0.830806
3.31124,-0.830173
3.31752,-0.829359
3.32381,-0.828401
3.33009,-0.82733
3.33637,-0.826168
3.34265,-0.824933
3.34894,-0.823639
3.35522,-0.822295
3.3615,-0.820912
3.36779,-0.819496
3.37407,-0.818052
3.38035,-0.816585
3.38664,-0.815099
3.39292,-0.813598
3.3992,-0.812083
3.40549,-0.810556
3.41177,-0.80902
3.41805,-0.807476
3.42434,-0.805924
3.43062,-0.804366
3.4369,-0.802803
3.44319,-0.801236
3.44947,-0.799664
3.45575,-0.798088
3.46204,-0.796509
3.46832,-0.794927
3.4746,-0.793342
3.48088,-0.791755
3.48717,-0.790165
3.49345,-0.788572
3.49973,-0.786977
3.50602,-0.78538
3.5123,-0.783781
3.51858,-0.782181
3.52487,-0.780577
3.53115,-0.778972
3.53743,-0.777366
3.54372,-0.775757
3.55,-0.774146
3.55628,-0.772534
3.56257,-0.77092
3.56885,-0.769304
3.57513,-0.767686
3.58142,-0.766067
3.5877,-0.764445
3.59398,-0.762823
3.60027,-0.761198
3.60655,-0.759572
3.61283,-0.757944
3.61911,-0.756315
3.6254,-0.754683
3.63168,-0.753051
3.63796,-0.751416
3.64425,-0.749781
3.65053,-0.748143
3.65681,-0.746504
3.6631,-0.744864
3.66938,-0.743222
3.67566,-0.741578
3.68195,-0.739933
3.68823,-0.738287
3.69451,-0.736638
3.7008,-0.734989
3.70708,-0.733338
3.71336,-0.731686
3.71965,-0.730032
3.72593,-0.728377
3.73221,-0.726721
3.7385,-0.725062
3.74478,-0.723403
3.75106,-0.721742
3.75734,-0.72008
3.76363,-0.718417
3.76991,-0.716752
3.77619,-0.715086
3.78248,-0.713419
3.78876,-0.71175
3.79504,-0.71008
3.80133,-0.708409
3.80761,-0.706736
3.81389,-0.705063
3.82018,-0.703387
3.82646,-0.701711
3.83274,-0.700033
3.83903,-0.698355
3.84531,-0.696675
3.85159,-0.694994
3.85788,-0.693311
3.86416,-0.691628
3.87044,-0.689943
3.87673,-0.688257
3.88301,-0.68657
3.88929,-0.684882
3.89558,-0.683192
3.90186,-0.681502
3.90814,-0.67981
3.91442,-0.678117
3.92071,-0.676423
3.92699,-0.674728
3.93327,-0.673032
3.93956,-0.671335
3.94584,-0.669637
3.95212,-0.667938
3.95841,-0.666237
3.96469,-0.664536
3.97097,-0.662833
3.97726,-0.66113
3.98354,-0.659425
3.98982,-0.65772
3.99611,-0.656013
4.00239,-0.654305
4.00867,-0.652597
4.01496,-0.650887
4.02124,-0.649177
4.02752,-0.647465
4.0338,-0.645753
4.04009,-0.644039
4.04637,-0.642325
4.05265,-0.640609
4.05894,-0.638892
4.06522,-0.637175
4.0715,-0.635457
4.07779,-0.633737
4.08407,-0.632017
4.09035,-0.630296
4.09664,-0.628575
4.10292,-0.626852
4.1092,-0.625128
4.11549,-0.623403
4.12177,-0.621678
4.12805,-0.619951
4.13434,-0.618224
4.14062,-0.616496
4.1469,-0.614766
4.15319,-0.613037
4.15947,-0.611306
4.16575,-0.609574
4.17204,-0.607842
4.17832,-0.606109
4.1846,-0.604374
4.19088,-0.60264
4.19717,-0.600904
4.20345,-0.599167
4.20973,-0.59743
4.21602,-0.595692
4.2223,-0.593953
4.22858,-0.592213
4.23487,-0.590472
4.24115,-0.588731
4.24743,-0.586989
4.25372,-0.585246
4.26,-0.583502
4.26628,-0.581758
4.27257,-0.580013
4.27885,-0.578267
4.28513,-0.576521
4.29142,-0.574773
4.2977,-0.573025
4.30398,-0.571276
4.31027,-0.569527
4.31655,-0.567776
4.32283,-0.566025
4.32911,-0.564274
4.3354,-0.562521
4.34168,-0.560768
4.34796,-0.559014
4.35425,-0.55726
4.36053,-0.555505
4.36681,-0.553749
4.3731,-0.551992
4.37938,-0.550235
4.38566,-0.548477
4.39195,-0.546718
4.39823,-0.544959
4.40451,-0.543199
4.4108,-0.541438
4.41708,-0.539677
4.42336,-0.537915
4.42965,-0.536153
4.43593,-0.53439
4.44221,-0.532626
4.4485,-0.530861
4.45478,-0.529096
4.46106,-0.527331
4.46734,-0.525564
4.47363,-0.523797
4.47991,-0.52203
4.48619,-0.520262
4.49248,-0.518493
4.49876,-0.516724
4.50504,-0.514954
4.51133,-0.513183
4.51761,-0.511412
4.52389,-0.50964
4.53018,-0.507868
4.53646,-0.506095
4.54274,-0.504322
4.54903,-0.502548
4.55531,-0.500773
4.56159,-0.498998
4.56788,-0.497223
4.57416,-0.495446
4.58044,-0.493669
4.58673,-0.491892
4.59301,-0.490114
4.59929,-0.488336
4.60558,-0.486557
4.61186,-0.484777
4.61814,-0.482997
4.62442,-0.481216
4.63071,-0.479435
4.63699,-0.477654
4.64327,-0.475871
4.64956,-0.474089
4.65584,-0.472306
4.66212,-0.470522
4.66841,-0.468738
4.67469,-0.466953
4.68097,-0.465168
4.68726,-0.463382
4.69354,-0.461596
4.69982,-0.459809
4.70611,-0.458022
4.71239,-0.456234
4.71867,-0.454446
4.72496,-0.452658
4.73124,-0.450869
4.73752,-0.449079
4.7438,-0.447289
4.75009,-0.445499
4.75637,-0.443708
4.76265,-0.441916
4.76894,-0.440124
4.77522,-0.438332
4.7815,-0.436539
4.78779,-0.434746
4.79407,-0.432952
4.80035,-0.431158
4.80664,-0.429363
4.81292,-0.427568
4.8192,-0.425772
4.82549,-0.423977
4.83177,-0.42218
4.83805,-0.420384
4.84434,-0.418586
4.85062,-0.416789
4.8569,-0.414991
4.86319,-0.413192
4.86947,-0.411393
4.87575,-0.409594
4.88204,-0.407795
4.88832,-0.405994
4.8946,-0.404194
4.90088,-0.402393
4.90717,-0.400592
4.91345,-0.39879
4.91973,-0.396988
4.92602,-0.395185
4.9323,-0.393382
4.93858,-0.391579
4.94487,-0.389776
4.95115,-0.387971
4.95743,-0.386167
4.96372,-0.384362
4.97,-0.382557
4.97628,-0.380751
4.98257,-0.378945
4.98885,-0.377139
4.99513,-0.375333
5.00142,-0.373526
5.0077,-0.371718
5.01398,-0.369911
5.02027,-0.368103
5.02655,-0.366294
5.03283,-0.364485
5.03911,-0.362676
5.0454,-0.360867
5.05168,-0.359057
5.05796,-0.357247
5.06425,-0.355436
5.07053,-0.353626
5.07681,-0.351814
5.0831,-0.350003
5.08938,-0.348191
5.09566,-0.346379
5.10195,-0.344566
5.10823,-0.342754
5.11451,-0.34094
5.1208,-0.339127
5.12708,-0.337313
5.13336,-0.335499
5.13965,-0.333685
5.14593,-0.33187
5.15221,-0.330055
5.1585,-0.32824
5.16478,-0.326424
5.17106,-0.324608
5.17734,-0.322792
5.18363,-0.320975
5.18991,-0.319158
5.19619,-0.317341
5.20248,-0.315524
5.20876,-0.313706
5.21504,-0.311888
5.22133,-0.31007
5.22761,-0.308251
5.23389,-0.306432
5.24018,-0.304613
5.24646,-0.302794
5.25274,-0.300974
5.25903,-0.299154
5.26531,-0.297334
5.27159,-0.295513
5.27788,-0.293692
5.28416,-0.291871
5.29044,-0.29005
5.29673,-0.288228
5.30301,-0.286406
5.30929,-0.284584
5.31558,-0.282762
5.32186,-0.280939
5.32814,-0.279116
5.33442,-0.277293
5.34071,-0.27547
5.34699,-0.273646
5.35327,-0.271822
5.35956,-0.269998
5.36584,-0.268174
5.37212,-0.266349
5.37841,-0.264524
5.38469,-0.262699
5.39097,-0.260874
5.39726,-0.259048
5.40354,-0.257222
5.40982,-0.255396
5.41611,-0.25357
5.42239,-0.251743
5.42867,-0.249916
5.43496,-0.24809
5.44124,-0.246262
5.44752,-0.244435
5.4538,-0.242607
5.46009,-0.24078
5.46637,-0.238951
5.47265,-0.237123
5.47894,-0.235295
5.48522,-0.233466
5.4915,-0.231637
5.49779,-0.229808
5.50407,-0.227978
5.51035,-0.226149
5.51664,-0.224319
5.52292,-0.222489
5.5292,-0.220659
5.53549,-0.218829
5.54177,-0.216998
5.54805,-0.215167
5.55434,-0.213336
5.56062,-0.211505
5.5669,-0.209674
5.57319,-0.207842
5.57947,-0.206011
5.58575,-0.204179
5.59203,-0.202346
5.59832,-0.200514
5.6046,-0.198682
5.61088,-0.196849
5.61717,-0.195016
5.62345,-0.193183
5.62973,-0.19135
5.63602,-0.189517
5.6423,-0.187683
5.64858,-0.18585
5.65487,-0.184016
5.66115,-0.182182
5.66743,-0.180347
5.67372,-0.178513
5.68,-0.176679
5.68628,-0.174844
5.69257,-0.173009
5.69885,-0.171174
5.70513,-0.169339
5.71142,-0.167504
5.7177,-0.165668
5.72398,-0.163832
5.73027,-0.161996
5.73655,-0.160161
5.74283,-0.158325
5.74911,-0.156488
5.7554,-0.154652
5.76168,-0.152815
5.76796,-0.150978
5.77425,-0.149142
5.78053,-0.147304
5.78681,-0.145467
5.7931,-0.14363
5.79938,-0.141793
5.80566,-0.139956
5.81195,-0.138118
5.81823,-0.13628
5.82451,-0.134442
5.8308,-0.132604
5.83708,-0.130765
5.84336,-0.128927
5.84965,-0.127089
5.85593,-0.12525
5.86221,-0.123412
5.86849,-0.121572
5.87478,-0.119734
5.88106,-0.117895
5.88734,-0.116056
5.89363,-0.114216
5.89991,-0.112376
5.90619,-0.110537
5.91248,-0.108697
5.91876,-0.106858
5.92504,-0.105018
5.93133,-0.103178
5.93761,-0.101338
5.94389,-0.0994974
5.95018,-0.0976571
5.95646,-0.0958168
5.96274,-0.093976
5.96903,-0.0921354
5.97531,-0.0902948
5.98159,-0.088454
5.98788,-0.0866131
5.99416,-0.0847717
6.00044,-0.0829306
6.00673,-0.0810895
6.01301,-0.0792482
6.01929,-0.0774069
6.02557,-0.0755651
6.03186,-0.0737236
6.03814,-0.071882
6.04442,-0.0700402
6.05071,-0.0681984
6.05699,-0.0663562
6.06327,-0.0645142
6.06956,-0.0626722
6.07584,-0.0608301
6.08212,-0.0589875
6.08841,-0.0571452
6.09469,-0.0553029
6.10097,-0.0534604
6.10726,-0.0516179
6.11354,-0.049775
6.11982,-0.0479323
6.12611,-0.0460896
6.13239,-0.0442468
6.13867,-0.0424039
6.14496,-0.0405606
6.15124,-0.0387176
6.15752,-0.0368745
6.16381,-0.0350314
6.17009,-0.0331882
6.17637,-0.0313445
6.18265,-0.0295013
6.18894,-0.0276579
6.19522,-0.0258144
6.2015,-0.0239709
6.20779,-0.022127
6.21407,-0.0202834
6.22035,-0.0184397
6.22664,-0.016596
6.23292,-0.0147523
6.2392,-0.012908
6.24549,-0.0110642
6.25177,-0.00922026
6.25805,-0.00737632
6.26434,-0.00553235
6.27062,-0.00368793
6.2769,-0.00184391
6.28319,1.74846e-07
0,0
0.00628319,0.00127313
0.0125664,0.00241589
0.0188496,0.0035649
0.0251327,0.00471601
0.0314159,0.00586722
0.0376991,0.00701772
0.0439823,0.00816734
0.0502655,0.00931621
0.0565487,0.0104645
0.0628319,0.0116124
0.069115,0.0127602
0.0753982,0.0139078
0.0816814,0.0150555
0.0879646,0.0162033
0.0942478,0.0173511
0.100531,0.0184989
0.106814,0.0196468
0.113097,0.0207947
0.119381,0.0219426
0.125664,0.0230905
0.131947,0.0242383
0.13823,0.0253861
0.144513,0.0265339
0.150796,0.0276816
0.15708,0.0288293
0.163363,0.029977
0.169646,0.0311245
0.175929,0.032272
0.182212,0.0334195
0.188496,0.034567
0.194779,0.0357144
0.201062,0.0368618
0.207345,0.0380091
0.213628,0.0391564
0.219911,0.0403037
0.226195,0.0414509
0.232478,0.0425981
0.238761,0.0437452
0.245044,0.0448924
0.251327,0.0460395
0.257611,0.0471865
0.263894,0.0483336
0.270177,0.0494806
0.27646,0.0506276
0.282743,0.0517744
0.289027,0.0529213
0.29531,0.0540682
0.301593,0.055215
0.307876,0.0563618
0.314159,0.0575086
0.320442,0.0586553
0.326726,0.059802
0.333009,0.0609486
0.339292,0.0620953
0.345575,0.0632418
0.351858,0.0643883
0.358142,0.0655349
0.364425,0.0666813
0.370708,0.0678278
0.376991,0.0689743
0.383274,0.0701206
0.389558,0.0712669
0.395841,0.0724133
0.402124,0.0735596
0.408407,0.0747058
0.41469,0.075852
0.420973,0.0769982
0.427257,0.0781444
0.43354,0.0792903
0.439823,0.0804366
0.446106,0.0815826
0.452389,0.0827286
0.458673,0.0838746
0.464956,0.0850206
0.471239,0.0861664
0.477522,0.0873124
0.483805,0.0884583
0.490088,0.0896041
0.496372,0.0907499
0.502655,0.0918956
0.508938,0.0930415
0.515221,0.0941871
0.521504,0.0953327
0.527788,0.0964784
0.534071,0.0976242
0.540354,0.0987696
0.546637,0.0999153
0.55292,0.101061
0.559204,0.102206
0.565487,0.103352
0.57177,0.104497
0.578053,0.105643
0.584336,0.106788
0.590619,0.107933
0.596903,0.109079
0.603186,0.110224
0.609469,0.111369
0.615752,0.112514
0.622035,0.11366
0.628319,0.114805
0.634602,0.11595
0.640885,0.117095
0.647168,0.11824
0.653451,0.119385
0.659734,0.12053
0.666018,0.121675
0.672301,0.12282
0.678584,0.123965
0.684867,0.12511
0.69115,0.126255
0.697434,0.127399
0.703717,0.128544
0.71,0.129689
0.716283,0.130834
0.722566,0.131979
0.72885,0.133123
0.735133,0.134268
0.741416,0.135413
0.747699,0.136557
0.753982,0.137702
0.760265,0.138846
0.766549,0.139991
0.772832,0.141135
0.779115,0.14228
0.785398,0.143424
0.791681,0.144568
0.797965,0.145713
0.804248,0.146857
0.810531,0.148002
0.816814,0.149146
0.823097,0.15029
0.82938,0.151434
0.835664,0.152579
0.841947,0.153723
0.84823,0.154867
0.854513,0.156011
0.860796,0.157155
0.86708,0.158299
0.873363,0.159443
0.879646,0.160587
0.885929,0.161731
0.892212,0.162875
0.898495,0.164019
0.904779,0.165163
0.911062,0.166307
0.917345,0.16745
0.923628,0.168594
0.929911,0.169738
0.936195,0.170881
0.942478,0.172025
0.948761,0.173169
0.955044,0.174312
0.961327,0.175456
0.967611,0.176599
0.973894,0.177743
0.980177,0.178886
0.98646,0.18003
0.992743,0.181173
0.999026,0.182317
1.00531,0.18346
1.01159,0.184603
1.01788,0.185747
1.02416,0.18689
1.03044,0.188033
1.03673,0.189177
1.04301,0.190319
1.04929,0.191463
1.05558,0.192606
1.06186,0.193749
1.06814,0.194892
1.07442,0.196035
1.08071,0.197178
1.08699,0.198321
1.09327,0.199464
1.09956,0.200606
1.10584,0.201749
1.11212,0.202892
1.11841,0.204035
1.12469,0.205178
1.13097,0.20632
1.13726,0.207463
1.14354,0.208605
1.14982,0.209748
1.15611,0.210891
1.16239,0.212033
1.16867,0.213176
1.17496,0.214318
1.18124,0.215461
1.18752,0.216603
1.19381,0.217745
1.20009,0.218888
1.20637,0.22003
1.21265,0.221172
1.21894,0.222314
1.22522,0.223456
1.2315,0.224598
1.23779,0.22574
1.24407,0.226882
1.25035,0.228024
1.25664,0.229166
1.26292,0.230308
1.2692,0.23145
1.27549,0.232592
1.28177,0.233734
1.28805,0.234875
1.29434,0.236017
1.30062,0.237159
1.3069,0.2383
1.31319,0.239442
1.31947,0.240583
1.32575,0.241725
1.33204,0.242866
1.33832,0.244008
1.3446,0.245149
1.35088,0.24629
1.35717,0.247432
1.36345,0.248573
1.36973,0.249714
1.37602,0.250855
1.3823,0.251996
1.38858,0.253138
1.39487,0.254278
1.40115,0.255419
1.40743,0.25656
1.41372,0.257701
1.42,0.258842
1.42628,0.259983
1.43257,0.261124
1.43885,0.262264
1.44513,0.263405
1.45142,0.264545
1.4577,0.265686
1.46398,0.266826
1.47027,0.267967
1.47655,0.269107
1.48283,0.270248
1.48911,0.271388
1.4954,0.272528
1.50168,0.273668
1.50796,0.274809
1.51425,0.275949
1.52053,0.277088
1.52681,0.278229
1.5331,0.279369
1.53938,0.280508
1.54566,0.281648
1.55195,0.282788
1.55823,0.283928
1.56451,0.285068
1.5708,0.286207
1.57708,0.287347
1.58336,0.288486
1.58965,0.289626
1.59593,0.290765
1.60221,0.291905
1.6085,0.293044
1.61478,0.294183
1.62106,0.295322
1.62735,0.296461
1.63363,0.2976
1.63991,0.29874
1.64619,0.299878
1.65248,0.301017
1.65876,0.302156
1.66504,0.303295
1.67133,0.304434
1.67761,0.305572
1.68389,0.306711
1.69018,0.30785
1.69646,0.308988
1.70274,0.310126
1.70903,0.311265
1.71531,0.312403
1.72159,0.313541
1.72788,0.31468
1.73416,0.315818
1.74044,0.316956
1.74673,0.318094
1.75301,0.319232
1.75929,0.32037
1.76558,0.321507
1.77186,0.322645
1.77814,0.323783
1.78442,0.324921
1.79071,0.326058
1.79699,0.327196
1.80327,0.328333
1.80956,0.32947
1.81584,0.330607
1.82212,0.331745
1.82841,0.332882
1.83469,0.334019
1.84097,0.335156
1.84726,0.336293
1.85354,0.33743
1.85982,0.338567
1.86611,0.339703
1.87239,0.34084
1.87867,0.341977
1.88496,0.343113
1.89124,0.34425
1.89752,0.345386
1.90381,0.346522
1.91009,0.347658
1.91637,0.348795
1.92265,0.349931
1.92894,0.351067
1.93522,0.352203
1.9415,0.353339
1.94779,0.354474
1.95407,0.35561
1.96035,0.356746
1.96664,0.357881
1.97292,0.359017
1.9792,0.360152
1.98549,0.361287
1.99177,0.362423
1.99805,0.363558
2.00434,0.364693
2.01062,0.365828
2.0169,0.366963
2.02319,0.368098
2.02947,0.369233
2.03575,0.370367
2.04204,0.371502
2.04832,0.372636
2.0546,0.373771
2.06088,0.374905
2.06717,0.37604
2.07345,0.377174
2.07973,0.378308
2.08602,0.379442
2.0923,0.380576
2.09858,0.38171
2.10487,0.382844
2.11115,0.383977
2.11743,0.385111
2.12372,0.386244
2.13,0.387378
2.13628,0.388511
2.14257,0.389644
2.14885,0.390778
2.15513,0.391911
2.16142,0.393044
2.1677,0.394177
2.17398,0.395309
2.18027,0.396442
2.18655,0.397575
2.19283,0.398708
2.19911,0.39984
2.2054,0.400972
2.21168,0.402105
2.21796,0.403237
2.22425,0.404369
2.23053,0.4055
2.23681,0.406633
2.2431,0.407764
2.24938,0.408896
2.25566,0.410028
2.26195,0.411159
2.26823,0.412291
2.27451,0.413422
2.2808,0.414553
2.28708,0.415684
2.29336,0.416815
2.29965,0.417946
2.30593,0.419077
2.31221,0.420208
2.3185,0.421339
2.32478,0.422469
2.33106,0.4236
2.33734,0.42473
2.34363,0.42586
2.34991,0.42699
2.35619,0.42812
2.36248,0.42925
2.36876,0.43038
2.37504,0.43151
2.38133,0.432639
2.38761,0.433769
2.39389,0.434898
2.40018,0.436027
2.40646,0.437157
2.41274,0.438286
2.41903,0.439415
2.42531,0.440543
2.43159,0.441672
2.43788,0.442801
2.44416,0.443929
2.45044,0.445058
2.45673,0.446186
2.46301,0.447314
2.46929,0.448443
2.47557,0.44957
2.48186,0.450698
2.48814,0.451826
2.49442,0.452953
2.50071,0.454081
2.50699,0.455208
2.51327,0.456336
2.51956,0.457463
2.52584,0.458589
2.53212,0.459717
2.53841,0.460843
2.54469,0.46197
2.55097,0.463096
2.55726,0.464222
2.56354,0.465349
2.56982,0.466475
2.57611,0.467601
2.58239,0.468726
2.58867,0.469852
2.59496,0.470977
2.60124,0.472102
2.60752,0.473227
2.61381,0.474352
2.62009,0.475477
2.62637,0.476601
2.63265,0.477725
2.63894,0.478849
2.64522,0.479972
2.6515,0.481095
2.65779,0.482218
2.66407,0.48334
2.67035,0.484462
2.67664,0.485583
2.68292,0.486704
2.6892,0.487824
2.69549,0.488944
2.70177,0.490062
2.70805,0.49118
2.71434,0.492297
2.72062,0.493412
2.7269,0.494526
2.73319,0.495638
2.73947,0.496749
2.74575,0.497857
2.75204,0.498963
2.75832,0.500067
2.7646,0.501167
2.77088,0.502263
2.77717,0.503356
2.78345,0.504443
2.78973,0.505525
2.79602,0.5066
2.8023,0.507667
2.80858,0.508727
2.81487,0.509776
2.82115,0.510813
2.82743,0.511837
2.83372,0.512845
2.84,0.513836
2.84628,0.514805
2.85257,0.51575
2.85885,0.516668
2.86513,0.517553
2.87142,0.518401
2.8777,0.519205
2.88398,0.51996
2.89027,0.520656
2.89655,0.521285
2.90283,0.521837
2.90911,0.522299
2.9154,0.522657
2.92168,0.522895
2.92796,0.522994
2.93425,0.522932
2.94053,0.522685
2.94681,0.522224
2.9531,0.521517
2.95938,0.520526
2.96566,0.519208
2.97195,0.517516
2.97823,0.515396
2.98451,0.512784
2.9908,0.509612
2.99708,0.505802
3.00336,0.501266
3.00965,0.495908
3.01593,0.489619
3.02221,0.482282
3.0285,0.473766
3.03478,0.463928
3.04106,0.452618
3.04734,0.439676
3.05363,0.424936
3.05991,0.40824
3.06619,0.389432
3.07248,0.36838
3.07876,0.344981
3.08504,0.319175
3.09133,0.290952
3.09761,0.260361
3.10389,0.227509
3.11018,0.192567
3.11646,0.155759
3.12274,0.117369
3.12903,0.0777316
3.13531,0.037236
3.14159,-0.00368541
3.14788,-0.044572
3.15416,-0.0849589
3.16044,-0.124404
3.16673,-0.162515
3.17301,-0.19896
3.17929,-0.233479
3.18558,-0.265871
3.19186,-0.295998
3.19814,-0.323774
3.20442,-0.349161
3.21071,-0.372175
3.21699,-0.392873
3.22327,-0.411354
3.22956,-0.427746
3.23584,-0.442198
3.24212,-0.454874
3.24841,-0.465935
3.25469,-0.475544
3.26097,-0.483854
3.26726,-0.491005
3.27354,-0.497128
3.27982,-0.502343
3.28611,-0.506753
3.29239,-0.510456
3.29867,-0.513535
3.30496,-0.516068
3.31124,-0.518121
3.31752,-0.519755
3.32381,-0.521023
3.33009,-0.521971
3.33637,-0.522642
3.34265,-0.523071
3.34894,-0.523291
3.35522,-0.523329
3.3615,-0.52321
3.36779,-0.522955
3.37407,-0.522581
3.38035,-0.522106
3.38664,-0.521543
3.39292,-0.520904
3.3992,-0.5202
3.40549,-0.519438
3.41177,-0.518628
3.41805,-0.517775
3.42434,-0.516885
3.43062,-0.515964
3.4369,-0.515015
3.44319,-0.514043
3.44947,-0.513051
3.45575,-0.512041
3.46204,-0.511015
3.46832,-0.509976
3.4746,-0.508927
3.48088,-0.507867
3.48717,-0.506798
3.49345,-0.505722
3.49973,-0.50464
3.50602,-0.503552
3.5123,-0.50246
3.51858,-0.501364
3.52487,-0.500263
3.53115,-0.499159
3.53743,-0.498054
3.54372,-0.496945
3.55,-0.495835
3.55628,-0.494722
3.56257,-0.493609
3.56885,-0.492493
3.57513,-0.491377
3.58142,-0.49026
3.5877,-0.489141
3.59398,-0.488022
3.60027,-0.486902
3.60655,-0.485781
3.61283,-0.48466
3.61911,-0.483539
3.6254,-0.482417
3.63168,-0.481294
3.63796,-0.480171
3.64425,-0.479049
3.65053,-0.477925
3.65681,-0.476801
3.6631,-0.475677
3.66938,-0.474553
3.67566,-0.473428
3.68195,-0.472303
3.68823,-0.471179
3.69451,-0.470053
3.7008,-0.468928
3.70708,-0.467803
3.71336,-0.466677
3.71965,-0.465552
3.72593,-0.464425
3.73221,-0.463299
3.7385,-0.462173
3.74478,-0.461047
3.75106,-0.45992
3.75734,-0.458793
3.76363,-0.457667
3.76991,-0.45654
3.77619,-0.455413
3.78248,-0.454285
3.78876,-0.453158
3.79504,-0.452031
3.80133,-0.450903
3.80761,-0.449776
3.81389,-0.448648
3.82018,-0.44752
3.82646,-0.446392
3.83274,-0.445264
3.83903,-0.444136
3.84531,-0.443008
3.85159,-0.441879
3.85788,-0.44075
3.86416,-0.439622
3.87044,-0.438493
3.87673,-0.437364
3.88301,-0.436235
3.88929,-0.435106
3.89558,-0.433977
3.90186,-0.432847
3.90814,-0.431718
3.91442,-0.430588
3.92071,-0.429458
3.92699,-0.428329
3.93327,-0.427199
3.93956,-0.426069
3.94584,-0.424939
3.95212,-0.423808
3.95841,-0.422678
3.96469,-0.421548
3.97097,-0.420418
3.97726,-0.419287
3.98354,-0.418156
3.98982,-0.417025
3.99611,-0.415894
4.00239,-0.414763
4.00867,-0.413632
4.01496,-0.412501
4.02124,-0.41137
4.02752,-0.410238
4.0338,-0.409107
4.04009,-0.407975
4.04637,-0.406843
4.05265,-0.405711
4.05894,-0.404579
4.06522,-0.403448
4.0715,-0.402315
4.07779,-0.401183
4.08407,-0.40005
4.09035,-0.398918
4.09664,-0.397786
4.10292,-0.396653
4.1092,-0.39552
4.11549,-0.394387
